NDC,ATC,DRUG,DRUG_NAME_GENERIC
00703003104,H02A,Methylprednisolone Acetate,Methylprednisolone Acetate
63739026110,A02B,Sucralfate,Sucralfate
57866422403,N03A,Phenobarbital,Phenobarbital
00054458111,L01B,Mercaptopurine,Mercaptopurine
50242005121,L01X,~<IND> Rituximab,N/A
00075062431,B01A,Enoxaparin Sodium,Enoxaparin Sodium
60432054760,P03A,Lindane Shampoo,Lindane Shampoo
60432054660,P03A,Lindane Lotion,Lindane Lotion
00006003220,P02C,Ivermectin,*NF* Ivermectin
00023791560,P03A,Permethrin,*NF* Permethrin 5% Cream
10337065010,D02A,CARMOL 40,*NF* Urea 10% Lotion
63459054128,N01A,Fentanyl Citrate,*NF* Fentanyl Citrate
00597018390,N04B,Pramipexole,*NF* Pramipexole
63323001201,H01B,Oxytocin,Oxytocin
59676056201,J05A,Darunavir,Darunavir
00186070210,A07E,*NF* Budesonide,*NF* Budesonide
00003363112,J05A,Atazanavir,Atazanavir
54569122400,S01B,Dexamethasone Sod Phos Ophth,Dexamethasone Sod Phos Ophth
58406005030,L03A,Sargramostim,N/A
00072690505,D10A,*NF* Benzoyl Peroxide 5% Wash,*NF* Benzoyl Peroxide 5% Wash
00364031401,M04A,Probenecid,Probenecid
00641032025,A03B,Atropine Sulfate,Atropine Sulfate
59676020101,N/A,Cladribine,N/A
00026858188,J01M,*nf,*NF* Moxifloxacin
00026858231,J01M,*NF* Moxifloxacin,N/A
00781143913,N05A,Fluphenazine,Fluphenazine Hcl
51672404709,N03A,Carbamazepine,Carbamazepine
00046326510,N/A,Propranolol HCl,Propranolol HCl
00904586761,N06A,Sertraline,Sertraline
00085056605,H02A,Betamethasone Sodium Phos/Acet,Betamethasone Sodium Phos/Acet
58406000201,L03A,Sargramostim,Sargramostim
00031425064,A03C,Phenobarbital-Belladonna Alk,Belladonna Alkaloids Phenobarb
00378911693,C01D,Nitroglycerin Patch,Nitroglycerin Patch
64764030115,A10B,Pioglitazone HCl,Pioglitazone HCl
00173056900,A04A,Zofran,*NF* Ondansetron ODT
00002861501,A10A,Insulin,Insulin Human Ultralente
00074173214,C01B,Propafenone HCl,Propafenone HCl
00575022530,A09A,Sod Citrate-Citric Acid,Citric Acid/Sodium Citrate
00173044602,A04A,Zofran,*NF* Ondansetron HCl
54738091301,N06A,Imipramine,Imipramine
50458029515,J02A,Itraconazole,Itraconazole Solution
00182144464,R01A,Oxymetazoline,Oxymetazoline
00008536002,J01A,Tigecycline,N/A
00009004902,H02A,Methylprednisolone,MethylPREDNISolone
59676032004,B03X,Epoetin Alfa,N/A
00641244045,B01A,Hepa,Heparin
00703841101,C09A,Enalaprilat,Enalaprilat
00074488810,B05X,Neo*Nasal*Sodium Chloride 0.9%,Neo*Nasal*Sodium Chloride 0.9%
51079081420,C07A,Nadolol,Nadolol
10631040701,C05A,Hydrocortisone (Rectal) 2.5% Cream,Hydrocortisone (Rectal) 2.5% Cream
00172566410,N05B,BusPIRone,BusPIRone
00173066100,J05A,Abacavir Sulfate,Abacavir Sulfate
00703352403,H02A,Dexamethasone Sod Phosphate,N/A
50383023310,S01E,Dorzolamide 2%/Timolol 0.5% Ophth.,Dorzolamide 2%/Timolol 0.5% Ophth.
00173067502,P01B,Malarone,*NF* Atovaquone-Proguanil
00501410507,C05A,Hydrocortisone Acetate Ointment 1%,Hydrocortisone Acetate Ointment 1%
00054412125,A07X,Calcium Gluconate,Calcium Gluconate
00904504260,N/A,Multivitamins W/minerals,Multivitamins W/minerals
00069266041,C08C,Procardia XL,*NF* Nifedipine XL
00006027528,R03D,Montelukast Sodium,Montelukast
50383023210,S01E,Dorzolamide 2% Ophth. Soln.,Dorzolamide 2% Ophth. Soln.
54092041808,A06A,PER,Casanthranol/Docusate Sodium
00713013512,N05A,Prochlorperazine,Prochlorperazine (Rectal)
00071108813,N/A,Anusol Suppository,Anusol Suppository
54396011111,A14A,Oxandrolone,*NF* Oxandrolone
00028010561,R03C,Terbutaline Sulfate,Terbutaline Sulfate
00258361301,C01D,Isosorbide Dinitrate SA,Isosorbide Dinitrate SA
10019003372,N01A,Fentanyl Citrate,Fentanyl Citrate
00074427701,C01B,Lidocaine 2%,Lidocaine 2%
57480042401,N06A,Amitriptyline HCl,Amitriptyline HCl
00904582460,A11C,Vitamin D,Vitamin D
00049052083,J01C,Penicillin G Potassium,N/A
00007506111,N/A,Chlorpromazine HCl,N/A
60793010501,H03B,Methimazole,Methimazole
00008121801,A06A,Methylnaltrexone,Methylnaltrexone
59148000216,B01A,Pletal,*NF* Cilostazol
00024279150,N/A,Ferric Gluconate,N/A
60505265400,N06A,traZODONE,traZODONE
23360015250,J01X,Vancomycin,N/A
00182101701,B03B,Cyanocobalamin,Cyanocobalamin
51079037520,N05B,Chlordiazepoxide HCl,Chlordiazepoxide HCl
00409357701,J01G,Tobramycin Sulfate,N/A
00083001630,N06B,Methylphenidate SR,Methylphenidate SR
00025273234,C01B,Disopyramide CR,Disopyramide CR
61147800903,A03A,Papaverine HCl,N/A
00409405001,J01F,Clindamycin,N/A
00187093801,N04B,Tasmar,*NF* Tolcapone
00074621213,N03A,Divalproex Sodium,Divalproex Sodium
00004012549,C03C,Bumetanide,Bumetanide
00009361703,J01D,Cefpodoxime Proxetil,Cefpodoxime Proxetil
00009307301,H02A,Methylprednisolone Acetate,Methylprednisolone Acetate
00015740320,J01C,Ampicillin Sodium,N/A
00186151503,C05A,Lidocaine-Prilocaine,Emla Cream
00005460923,H03B,Propylthiouracil,Propylthiouracil
00517013410,N/A,Iron Dextran Complex,N/A
00677168201,J01X,Methenamine Mandelate,Methenamine Mandelate
51645090501,A11D,Thiamine,Thiamine
00069265041,C08C,*NF* Nifedipine XL,*NF* Nifedipine XL
00026063203,N/A,Hepatitis B Immune Globulin (Bayhep B),Hepatitis B Immune Globulin (Bayhep B)
00046047399,C07A,Propranolol LA,Propranolol LA
49999004830,M03B,Methocarbamol,Methocarbamol
00093117201,J01C,Penicillin V Potassium,Penicillin V Potassium
00078037606,C09C,Valsartan,Valsartan
00781345196,J01D,CefazoLIN,N/A
00007447120,N06A,Tranylcypromine Sulfate,Tranylcypromine Sulfate
00074909461,N01A,Fentanyl PCA,N/A
00074382611,N03A,Divalproex Sodium ER,Divalproex Sodium ER
67767015101,C08C,NIFEdipine CR,NIFEdipine CR
51079098120,C09A,Lisinopril,Lisinopril
00004024648,J05A,Saquinavir (Fortovase),Saquinavir (Fortovase)
00004024515,J05A,Saquinavir (Invirase) Cap,Saquinavir (Invirase) Cap
54569325100,A03C,Donnatol,Donnatol
00083002730,N03A,Carbamazepine,*NF* Carbamazepine (Tegretol Brand)
63304020518,N05C,NEO*PO*Midazolam,NEO*PO*Midazolam
00054353244,N05B,NEO*PO*Lorazepam Oral Concentrate,NEO*PO*Lorazepam Oral Concentrate
00054819316,C01A,Digoxin,Digoxin (Elixir)
63323038910,J01C,Ampicillin Sodium,N/A
00002850101,A10A,Insulin Regular Human (U-500),N/A
00168008930,D07C,Nystatin-Triamcinolone Ointment,Nystatin-Triamcinolone Ointment
00173038701,J01D,Cefuroxime,*NF* Cefuroxime Axetil
00186091542,N/A,Pulmicort,*NF* Budesonide
00009770901,R03B,Nasonex,Cromolyn Sodium
00904553661,M01A,Naproxen,Naproxen
51079069120,J04A,Pyrazinamide,Pyrazinamide
00173037835,J01D,Ceftazidime,N/A
00068059701,J04A,Rifampin,N/A
00071052740,C09A,Quinapril,Quinapril
00009006406,G03D,Medroxyprogesterone Acetate,MedroxyPROGESTERone Acetate
00168027338,S03A,Bacitracin/Polymyxin B Sulfate Opht. Oint,Bacitracin/Polymyxin B Sulfate Opht. Oint
00003224011,J01D,Aztreonam,N/A
51479004215,J01D,Aztreonam,N/A
24208075006,S01F,Atropine Sulfate Ophth 1%,Atropine Sulfate Ophth 1%
62037087201,A10B,Glipizide XL,Glipizide XL
00998035415,S01F,Tropicamide 1 %,Tropicamide 0.5%
51079060220,J01C,Ampicillin,Ampicillin
00074325503,J01G,Tobramycin,*NF* Tobramycin Soln
68084024711,D11A,Finasteride,Finasteride
00004026249,C03C,Torsemide,Torsemide
62584074601,B03B,Ibuprofen,Ibuprofen
00169750111,A10A,Insulin Aspart *NF* (for Insulin PUMP),Insulin Aspart *NF* (for Insulin PUMP)
65473069701,N07A,Bethanechol,Bethanechol
00074321302,N05B,Diazepam,Diazepam
60505258700,N05A,Risperidone,Risperidone
00078044205,N06B,Methylphenidate SR,Methylphenidate SR
52544047030,G03B,Testosterone 5mg Patch,Testosterone 5mg Patch
55326020025,G01A,Metronidazole Gel 0.75%-vaginal,Metronidazole Gel 0.75%-vaginal
00074509216,J01D,Ceftazidime,N/A
23317033128,C05A,Hydrocortisone Oint 1%,Hydrocortisone Oint 1%
10019048202,M03A,Vecuronium Bromide,Vecuronium Bromide
00052010630,N06A,Mirtazapine,Mirtazapine Soluble
51079029072,N/A,Trimethobenzamide HCl,Trimethobenzamide (Rectal)
61570018601,R06A,Trimethobenzamide HCl,Trimethobenzamide HCl
00074949202,J05A,Ritonavir,Ritonavir
00338022104,A12B,PlasmaLyte,N/A
00002144401,J01X,Vancomycin Enema,Vancomycin Enema
00034051625,N02A,Morphine Sulfate SR,Morphine Sulfate SR
61314063305,S01A,Gentamicin Sulf. Ophth. Soln,Gentamicin Sulf. Ophth. Soln
51479004801,J01D,Aztreonam,N/A
60505250201,L04A,Leflunomide,*NF* Leflunomide
00093312701,C01B,Disopyramide Phosphate,Disopyramide Phosphate
54868381600,C01B,Disopyramide Phosphate,Disopyramide Phosphate
00364064901,J01E,Trimethoprim,Trimethoprim
00069311019,J01F,Neo*PO*Azithromycin,Neo*PO*Azithromycin
55390088110,H03A,NEO*IV*Levothyroxine,N/A
00496074804,C05A,Pramoxine,*NF* Pramoxine 1% Lotion
00054816303,N/A,Cocaine HCl,Cocaine HCl
60267060066,V03A,Physostigmine Salicylate,Physostigmine Salicylate
63739024610,N06A,traZODONE,traZODONE
12547015012,C05A,Hydrocortisone Acetate Ointment 1%,Hydrocortisone Acetate Ointment 1%
00024030506,G03X,Danazol,Danazol
00064501015,D03B,Collagenase Ointment,Collagenase Ointment
00078033806,N03A,Oxcarbazepine,Oxcarbazepine
66685100101,J01C,Amoxicillin-Clavulanic Acid,Amoxicillin-Clavulanic Acid
00998020415,S01E,Pilocarpine 2%,Pilocarpine 2%
61553020648,N/A,HYDROmorphone (Dilaudid),HYDROmorphone
00049345019,J02A,Fluconazole,Fluconazole Suspension
54569430700,S01E,Dipivefrin HCl 0.1% ,Dipivefrin HCl 0.1% 
60505258400,N05A,Risperidone,Risperidone
00015050541,N/A,Cyclophosphamide,N/A
10157992002,D08A,Blistex Lip Ointment,Blistex Lip Ointment
00169008481,A10B,Repaglinide,Repaglinide
00186023503,C01B,Lidocaine 4%,Lidocaine 4%
54868459500,N/A,Tricor,*NF* Fenofibrate
54868479600,L01B,Methotrexate Sodium,N/A
00517265025,A12C,Magnesium Sulfate,N/A
54868348000,J01C,Penicillin G K Desensitization,N/A
13310015307,P01B,Quinine Sulfate,Quinine Sulfate
59572020594,L04A,Thalidomide,Thalidomide
00781178501,M01A,Diclofenac Sodium DR,Diclofenac Sodium DR
68084018301,N03A,Zonisamide,Zonisamide
00591359360,A04A,Dronabinol,Dronabinol
54092038701,N06B,Adderall XR,*NF* ADDerall XR
39822020501,A09A,Pancrelipase 5000,Pancrelipase 5000
00013700112,G02C,Cabergoline,*NF* Cabergoline
00032420511,N06A,Fluvoxamine Maleate,Fluvoxamine Maleate
00054002025,N05A,Lithium Carbonate,Lithium Carbonate CR (Eskalith)
49884060036,D06B,Silver Sulfadiazine 1% Cream,Silver Sulfadiazine 1% Cream
49938010201,J04B,Dapsone,Dapsone
00087667217,J05A,Didanosine EC,Didanosine EC
59011041020,N02A,Oxycodone SR (OxyconTIN),Oxycodone SR (OxyconTIN)
00089030710,C01B,Flecainide Acetate,Flecainide Acetate
00009338102,J01F,Clindamycin,N/A
66993004730,N05A,OLANZapine,OLANZapine
00075020062,R03D,Theophylline (Slo-bid) Capsule,Theophylline (Slo-bid) Capsule
58406068316,L01B,Methotrexate Sodium,N/A
00037024130,R01A,Astelin,*NF* Azelastine 137 mcg Nasal Spray
00072571208,N/A,Lactic Acid 12% Lotion,Lactic Acid 12% Lotion
00527155201,N02B,Aspirin-Caffeine-Butalbital,Aspirin-Caffeine-Butalbital
60793001114,R03B,Cromolyn Sodium,Cromolyn Sodium (Oral Inhalation)
00024107501,V04C,Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate
00310060060,L02B,Tamoxifen Citrate,Tamoxifen Citrate
63653133202,B01A,Clopidogrel,Clopidogrel
00472037015,C05A,Betamethasone Valerate 0.1% Cream,Betamethasone Valerate 0.1% Cream
00258368990,C08D,Diltiazem Extended-Release,Diltiazem Extended-Release
55390056630,N/A,Diltiazem,N/A
61314022605,S01E,Timolol Maleate 0.25%,Timolol Maleate 0.25%
63323065102,C01E,Adenosine,Adenosine
00603545921,N02A,Propoxyphene HCl,Propoxyphene HCl
00168005960,C05A,Fluocinolone Acetonide 0.01% Solution,Fluocinolone Acetonide 0.01% Solution
00496071604,D07X,Pramosone,*NF* Pramoxine-Hydrocort 1%-1%  Cream
00054002821,B01A,PleTAL,*NF* Cilostazol
00045034360,A09A,Pancrease MT 16,Pancrease Mt 16
00065066505,S01E,Apraclonidine 0.5%,Apraclonidine 0.5%
00075062281,B01A,Enoxaparin Sodium,Enoxaparin Sodium
39822070602,J01G,Streptomycin Sulfate,Streptomycin Sulfate
63323026530,H02A,MethylPREDNISolone Sodium Succ,N/A
00641245045,B01A,Heparin CRRT,Heparin
00008103007,L04A,Sirolimus,Sirolimus
00008103003,L04A,Sirolimus,Sirolimus
63323065820,N/A,Chlorothiazide Sodium,N/A
00173080725,L01B,Mercaptopurine,Mercaptopurine
63304099501,N07A,Bethanechol,Bethanechol
51079097020,A05A,Ursodiol,Ursodiol
00085052503,L02B,Flutamide,Flutamide
00536252525,M02A,Capsaicin 0.025%,Capsaicin 0.025%
00185021001,H03B,Methimazole,Methimazole
00074230401,C01C,*NF* Fenoldopam Mesylate,N/A
61703030916,L01C,Vincristine Sulfate,N/A
00048114013,H03A,Levothyroxine Sodium,Levothyroxine Sodium
00087003244,N06A,Nefazodone HCl,Nefazodone HCl
00054317763,H02A,Dexamethasone,Dexamethasone
00067033322,A02A,Alum-Mag Hydroxide-Simethicone,Alum-Mag Hydroxide-Simethicone
00032170801,G03D,Progesterone,*NF* Progesterone Micronized
00904563461,A10B,MetFORMIN (Glucophage),MetFORMIN (Glucophage)
10019004603,A02B,Famotidine (IV),N/A
00409427602,C01B,Lidocaine 1%,Lidocaine 1%
17478071012,S01E,Carteolol 1% Ophth Soln,Carteolol 1% Ophth Soln
00258369090,C08D,Diltiazem Extended-Release,Diltiazem Extended-Release
00472153304,N/A,Selenium Sulfide,Selenium Sulfide
51991040516,A07X,NEO*PO*Ca Glubionate 23mg Ca/ml,NEO*PO*Ca Glubionate 23mg Ca/ml
00008412601,C01D,Isosorbide Dinitrate,Isosorbide Dinitrate SL
00003059320,D01A,Nystatin Powder,Nystatin Powder
00087003231,N06A,Nefazodone HCl,Nefazodone HCl
00378252093,J02A,Fluconazole,Fluconazole (Self Med)
00143147501,H02A,PredniSONE,PredniSONE (Self Med)
68387029330,A02B,Pantoprazole,Pantoprazole (Self Med)
00008412501,C01D,Isosorbide Dinitrate SA,Isosorbide Dinitrate SA
66435010142,J05A,Ribavirin,Ribavirin
66435020115,L03A,Interferon Alfacon-1,Interferon Alfacon-1
24208027715,S01X,Muro 128,Muro 128
17478071310,S01A,ofloxacin,*NF* Ofloxacin 0.3% Ophth Soln
51079087220,A10B,GlyBURIDE,GlyBURIDE
00338071134,V06D,Dextrose 20% in Water (D20W),N/A
00064501030,D03B,Collagenase Ointment,Collagenase Ointment
51079063220,C02C,Prazosin HCl,Prazosin HCl
52604341701,H03A,Liothyronine Sodium,Liothyronine Sodium
28105014904,C05A,Derma-Smoothe/FS Scalp Oil,*NF* Fluocinolone Acetonide 0.01% Oil
00904627961,N05A,Quetiapine Fumarate,Quetiapine Fumarate
68084008901,N05B,Lorazepam,Lorazepam
00904628061,N05A,Quetiapine Fumarate,Quetiapine Fumarate
00069551066,R06A,Cetirizine-Pseudoephedrine,*NF* Cetirizine
00064212008,D02A,nutra,*NF* Urea 10% Lotion
63323038120,J01C,Piperacillin,N/A
00006489400,N/A,Pneumococcal Vac Polyvalent,Pneumococcal 23-Val P-Sac Vac
00339565712,C01D,Isosorbide Dinitrate,Isosorbide Dinitrate SL
00998033105,S01F,Scopolamine 0.25% Ophth Soln,Scopolamine 0.25% Ophth Soln
51672402201,S01E,Acetazolamide,Acetazolamide
00074606202,N02A,Morphine Sulfate,N/A
00054317644,H02A,Dexamethasone,Dexamethasone Intensol
59572010512,L04A,Thalidomide,*NF* Thalidomide
00430302015,D05A,Calcipotriene 0.005% Cream,Calcipotriene 0.005% Cream
00083260901,N/A,Pamidronate,N/A
53489040001,A07A,Nystatin,Nystatin
55390016210,H01C,Octreotide Acetate,N/A
00074146301,N02A,Nalbuphine HCl,Nalbuphine HCl
00074245107,N02A,Hydromorphone,Hydromorphone (Rectal)
00536016097,A11G,Ascorbic Acid (Liquid),Ascorbic Acid (Liquid)
00008499020,J01A,Tigecycline,N/A
00029607531,J01C,Amoxicillin-Clavulanic Acid,Amoxicillin-Clavulanic Acid
00062401002,J01D,Doripenem *NF*,N/A
54569527900,N/A,Ascorbic Acid,Ascorbic Acid
61703024350,N02A,HYDROmorphone-HP,N/A
39822061501,J01X,Colistin,N/A
00677117401,M01A,Sulindac,Sulindac
57665033101,L01B,Cytarabine Liposome,N/A
61703022543,N02A,Morphine Sulfate,N/A
60793001108,R03B,Cromolyn Sodium,Cromolyn Sodium (Oral Inhalation)
67253020110,J01C,Penicillin V Potassium,Penicillin V Potassium
54868397600,N06B,Adderall,*NF* Adderall
00003161212,J05A,Entecavir,Entecavir
00075062301,B01A,Enoxaparin Sodium,Enoxaparin Sodium
00075291202,B01A,Enoxaparin Sodium,Enoxaparin Sodium
00078043815,L01E,Gleevec,*NF* Imatinib Mesylate
00025172003,C03D,Eplerenone,Eplerenone
00006057362,J05A,Indinavir Sulfate,Indinavir Sulfate
00085045804,R06A,Claritin,*NF* Loratidine
00597006861,C01B,Mexiletine HCl,Mexiletine HCl
00083005232,N03A,Carbamazepine,Carbamazepine Chewable Tabs
24208058060,S01A,Gentamicin Sulf. Ophth. Soln,Gentamicin Sulf. Ophth. Soln
59075059415,M03B,Tizanidine HCl,Tizanidine HCl
00023031304,S03A,Sulfacetamide-Prednisolone Ophth. Oint.,Sulfacetamide-Prednisolone Ophth. Oint.
11980001105,S01A,Sulfacetamide 10% Ophth Soln.,Sulfacetamide 10% Ophth Soln.
68968449201,N05A,Lithium Carbonate SR,Lithium Carbonate SR
00597019061,N04B,pramipexole,*NF* Pramipexole
00004080285,J05A,Oseltamivir,Oseltamivir
51079074320,M01A,Piroxicam,Piroxicam
00168005546,C05A,Betamethasone Dipro 0.05% Cream,Betamethasone Dipro 0.05% Cream
00149047201,M05B,Actonel,*NF* Risedronate Sodium
00149000977,J01X,Nitrofurantoin,Nitrofurantoin
51079009220,M03B,Methocarbamol,Methocarbamol
00078001633,N06A,Nortriptyline,Nortriptyline
00173011318,J05A,NEO*PO*Zidovudine Syrup,NEO*PO*Zidovudine Syrup
61748001211,J04A,Pyrazinamide,Pyrazinamide
00046047081,C07A,Propranolol LA,Propranolol LA
62175017737,C09A,Moexipril,Moexipril
00456045963,H03A,Thyroid,Thyroid
00456046163,H03A,Thyroid,Thyroid
25382012634,N/A,Dermagran Ointment,Aluminum Hydroxide
00364115001,N/A,Fish Oil (Omega 3),Fish Oil (Omega 3)
00074205105,N01A,Ketamine HCl,Ketamine HCl
00904775960,R05C,Guaifenesin,*NF* Guaifenesin LA
00078035105,A10B,Nateglinide,Nateglinide
61570041601,H01B,Oxytocin,N/A
68084028401,L01X,Hydroxyurea,Hydroxyurea
58016069000,J05A,Zidovudine,Zidovudine
00378447201,L04A,Mycophenolate Mofetil,Mycophenolate Mofetil (Self Med)
00781210201,L04A,Tacrolimus,Tacrolimus (Self Med)
00364073990,C01B,Disopyramide Phosphate,Disopyramide Phosphate
00025274234,C01B,Disopyramide CR,Disopyramide CR
00004003909,J05A,ValGANCIclovir,ValGANCIclovir Oral Solution
61570054002,R06A,Trimethobenzamide HCl,Trimethobenzamide HCl
00005534323,J01A,Minocycline HCl,Minocycline HCl
00002704001,J01G,Tobramycin Sulfate,N/A
00071027024,N06A,Phenelzine Sulfate,Phenelzine Sulfate
00054329450,C03C,Furosemide,Furosemide (Elixir)
00781144213,N05C,*NF* Triazolam,*NF* Triazolam
00093519401,J01C,Penicillin V Potassium,Penicillin V Potassium
00008413901,C01D,Isosorbide Dinitrate,Isosorbide Dinitrate SL
00456333001,N07B,Acamprosate,Acamprosate
64894082550,H05B,Doxercalciferol,Doxercalciferol
61570041451,J01X,Colistimethate Sodium,N/A
68850001001,J04A,Ethambutol HCl,Ethambutol HCl
00299382060,D06B,MetronidAZOLE Topical 1 % Gel,MetronidAZOLE Topical 1 % Gel
59730420201,J06B,Hepatitis B Immune Globulin (Nabi-HB),N/A
64894080550,H05B,Doxercalciferol,Doxercalciferol
00206886002,J01C,Piperacillin-Tazobactam,N/A
00003097252,J01C,Ampicillin,Ampicillin Oral Suspension
00603385621,C03A,Hydrochlorothiazide,Hydrochlorothiazide
00555076202,N06B,Adderall,*NF* ADDerall
11980077905,S01A,Ofloxacin (Ophth),*NF* Ofloxacin 0.3% Ophth Soln
00065401303,S01A,Moxifloxacin,*NF* Moxifloxacin 0.5% Ophth
53489055201,C01B,Propafenone HCl,Propafenone HCl
51079043820,N06A,Doxepin HCl,Doxepin HCl
00173066400,J05A,Abacavir,Abacavir Oral Solution
00074340001,J01G,Gentamicin Sulfate,N/A
00009316906,G04B,Alprostadil,N/A
12539011501,N/A,Donnatol,Donnatol (Elixir)
00006027731,A10B,Januvia,*NF* Sitagliptin
00078036815,J05A,Famvir,*NF* Famciclovir
00006482700,J07B,Varicella Virus Vaccine,Varicella Virus Vaccine
00065024610,S01E,Betaxolol Ophth Susp  0.25%,Betaxolol Ophth Susp  0.25%
52604341601,H03A,Liothyronine Sodium,Liothyronine Sodium
00004592001,N04B,Tasmar,*NF* Tolcapone
00409420101,B05B,Potassium Phosphate,N/A
00904385561,N03A,Carbamazepine,Carbamazepine
68094021462,N03A,Carbamazepine,Carbamazepine Suspension
00149000705,J01X,Nitrofurantoin,Nitrofurantoin
00186012201,N01B,Lidocaine 2%/Epinephrine,Lidocaine 2%/Epinephrine P.F.
63323064907,H03A,Levothyroxine Sodium,Levothyroxine
59911587001,J01A,Minocycline HCl,Minocycline HCl
54868021500,G03X,Danazol,Danazol
63323011710,L01B,Fluorouracil,N/A
00436093616,D08A,Dakins 1/2 Strength,Dakins 1/2 Strength
63459020001,N06B,Provigil,*NF* Modafinil
00023031207,S01X,Lacri-Lube Oint,Lacri-Lube Oint. Preserv. Free
00173010793,J05A,Zidovudine,N/A
00075062041,B01A,Enoxaparin Sodium,Enoxaparin Sodium
00031782463,A03A,Glycopyrrolate,*NF* Glycopyrrolate
00781143613,N05A,Fluphenazine,Fluphenazine HCl
00205530594,J01A,Minocycline HCl,N/A
00575620030,V03A,*NF* Diazoxide Suspension,*NF* Diazoxide Suspension
51660078701,N03A,Phenobarbital,Phenobarbital
00338107302,C01C,DOBUTamine,N/A
00472173803,G01A,Miconazole Nitrate Vaginal,Miconazole Nitrate (Dual-pak)
63004773101,H01A,Acthar H.P.,Corticotropin Gel
00378012901,N02A,Propoxyphene HCl,Propoxyphene HCl
00338051802,N/A,Fat Emulsion 10%,N/A
51479004901,J01D,Aztreonam,N/A
00078034184,H01C,Octreotide Acetate,*NF* Octreotide LAR Depot
00007323001,B01A,Fondaparinux Sodium,Fondaparinux Sodium
00456321063,N06D,Namenda,*NF* Memantine
51079028020,C07A,Propranolol HCl,Propranolol HCl
00173073001,N06A,Wellbutrin XL,*NF* BuPROPion XL
00078035580,A06A,Zelnorm,*NF* Tegaserod
00029320613,N06A,Paroxetine HCl,*NF* Paroxetine CR
